id	organism_name	kingdom	sequence_length	cleavage_site	validation_n	sp_type	transmembrane
P24813	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	409		3	0	False
Q5TB30	Homo sapiens	Metazoa	811		1	0	False
O54724	Mus musculus	Metazoa	392		2	0	False
Q12952	Homo sapiens	Metazoa	345		1	0	False
Q9M2N5	Arabidopsis thaliana	Viridiplantae	696		2	0	False
Q9UQN3	Homo sapiens	Metazoa	213		1	0	False
Q86MI0	Caenorhabditis elegans	Metazoa	468		2	0	False
Q69IL4	Oryza sativa subsp. japonica	Viridiplantae	380		4	0	False
Q6ZJM9	Oryza sativa subsp. japonica	Viridiplantae	563		4	0	False
Q9MAB9	Arabidopsis thaliana	Viridiplantae	117		5	0	False
Q07532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353		3	0	False
Q5RI15	Homo sapiens	Metazoa	118		1	0	True
Q9FLI7	Arabidopsis thaliana	Viridiplantae	108		2	0	False
O94259	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	327		5	0	False
Q08278	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	222		3	0	False
Q5U5Q3	Homo sapiens	Metazoa	659		1	0	False
P34241	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1764		3	0	False
Q00597	Homo sapiens	Metazoa	558		1	0	False
Q94AH1	Arabidopsis thaliana	Viridiplantae	300		3	0	True
Q5XVG3	Arabidopsis thaliana	Viridiplantae	287		3	0	False
Q14686	Homo sapiens	Metazoa	2063		1	0	False
Q9LFC0	Arabidopsis thaliana	Viridiplantae	360		5	0	False
Q9HAJ7	Homo sapiens	Metazoa	183		1	0	False
Q6DKI7	Homo sapiens	Metazoa	326		1	0	True
Q8IEG9	Plasmodium falciparum (isolate 3D7)	Other	408		4	0	False
Q96QC0	Homo sapiens	Metazoa	940		1	0	False
Q8BH70	Mus musculus	Metazoa	621		4	0	False
Q12124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	431		2	0	False
Q9Z0W3	Mus musculus	Metazoa	1402		5	0	False
Q9M9Y4	Arabidopsis thaliana	Viridiplantae	421		3	0	False
Q9DB10	Mus musculus	Metazoa	107		3	0	True
O94993	Homo sapiens	Metazoa	753		1	0	False
P40971	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	790		4	0	False
Q96GC9	Homo sapiens	Metazoa	406		2	0	True
Q05905	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	244		5	0	False
Q17635	Caenorhabditis elegans	Metazoa	590		4	0	False
Q08605	Drosophila melanogaster	Metazoa	581		3	0	False
Q9LW26	Arabidopsis thaliana	Viridiplantae	701		2	0	False
Q9URV9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	124		5	0	False
Q8TBZ0	Homo sapiens	Metazoa	833		4	0	False
Q96DZ5	Homo sapiens	Metazoa	547		2	0	False
O94248	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	4717		5	0	False
P25332	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	333		4	0	False
P19736	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	530		2	0	False
P47102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1408		2	0	False
Q05021	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	590		2	0	False
P32526	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	644		3	0	False
Q9FXH5	Arabidopsis thaliana	Viridiplantae	393		5	0	True
Q9BSH3	Homo sapiens	Metazoa	213		4	0	False
P07954	Homo sapiens	Metazoa	510		1	0	False
Q9FGW9	Arabidopsis thaliana	Viridiplantae	1061		2	0	False
Q9Z2D7	Mus musculus	Metazoa	554		2	0	False
P46943	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	645		3	0	False
Q96MF7	Homo sapiens	Metazoa	247		2	0	False
Q8R4F0	Mus musculus	Metazoa	553		4	0	True
Q969F0	Homo sapiens	Metazoa	183		1	0	False
Q9FGR0	Arabidopsis thaliana	Viridiplantae	1442		5	0	False
P32962	Arabidopsis thaliana	Viridiplantae	339		5	0	False
A8MTT3	Homo sapiens	Metazoa	80		5	0	True
Q15125	Homo sapiens	Metazoa	230		2	0	True
Q8VDW4	Mus musculus	Metazoa	151		2	0	False
Q8K136	Mus musculus	Metazoa	229		3	0	False
Q9LPV5	Arabidopsis thaliana	Viridiplantae	502		5	0	True
P07253	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	162		4	0	False
Q9BSW2	Homo sapiens	Metazoa	731		2	0	False
P26717	Homo sapiens	Metazoa	231		1	0	True
P52868	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	283		5	0	False
Q14722	Homo sapiens	Metazoa	419		2	0	False
P92948	Arabidopsis thaliana	Viridiplantae	844		2	0	False
P32372	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	648		4	0	False
Q5AK51	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	714		4	0	False
Q9SJH0	Arabidopsis thaliana	Viridiplantae	118		3	0	False
O14523	Homo sapiens	Metazoa	706		2	0	True
A2A884	Mus musculus	Metazoa	2348		3	0	False
P03874	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	630		5	0	False
Q03193	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	310		5	0	True
Q05050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	843		5	0	False
Q9SRT0	Arabidopsis thaliana	Viridiplantae	460		2	0	False
Q9C0C9	Homo sapiens	Metazoa	1292		1	0	False
Q99LM3	Mus musculus	Metazoa	459		4	0	False
Q8TAF3	Homo sapiens	Metazoa	677		2	0	False
Q95T12	Drosophila melanogaster	Metazoa	194		4	0	True
P40547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	921		3	0	False
Q8JFQ4	Gallus gallus	Metazoa	277		5	0	False
Q9WVH3	Mus musculus	Metazoa	505		3	0	False
Q9SZR9	Arabidopsis thaliana	Viridiplantae	638		3	0	False
P04553	Homo sapiens	Metazoa	51		1	0	False
Q12418	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	502		5	0	False
Q04637	Homo sapiens	Metazoa	1599		2	0	False
Q14203	Homo sapiens	Metazoa	1278		2	0	False
P00423	Bos taurus	Metazoa	169		5	0	False
P34250	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1132		5	0	False
Q3TYA6	Mus musculus	Metazoa	858		3	0	False
Q90ZA1	Xenopus laevis	Metazoa	631		4	0	False
Q9LPZ4	Arabidopsis thaliana	Viridiplantae	204		3	0	False
C0HLN0	Rattus norvegicus	Metazoa	54		5	0	True
P21359	Homo sapiens	Metazoa	2839		1	0	False
Q8WXG6	Homo sapiens	Metazoa	1647		1	0	False
P22469	Drosophila melanogaster	Metazoa	90		3	0	False
I3PB37	Petunia hybrida	Viridiplantae	544		4	0	False
Q9S7I0	Arabidopsis thaliana	Viridiplantae	1307		2	0	False
Q8C0V1	Mus musculus	Metazoa	768		4	0	False
O74374	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	554		5	0	False
Q8AYS7	Gallus gallus	Metazoa	753		5	0	False
G5EG44	Caenorhabditis elegans	Metazoa	281		2	0	False
O14015	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	150		5	0	False
P25043	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	261		3	0	False
O95847	Homo sapiens	Metazoa	323		1	0	True
P46951	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	817		4	0	False
P11596	Drosophila melanogaster	Metazoa	197		5	0	False
Q9H840	Homo sapiens	Metazoa	131		2	0	False
Q9UIS9	Homo sapiens	Metazoa	605		2	0	False
Q9V6U9	Drosophila melanogaster	Metazoa	357		2	0	False
O42936	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	470		5	0	False
Q8CCG4	Mus musculus	Metazoa	296		4	0	False
P70033	Xenopus laevis	Metazoa	435		4	0	False
Q7TQK0	Mus musculus	Metazoa	723		3	0	False
Q9V4Z9	Drosophila melanogaster	Metazoa	858		3	0	False
Q39129	Arabidopsis thaliana	Viridiplantae	120		2	0	False
P46983	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293		5	0	False
Q8NI37	Homo sapiens	Metazoa	304		1	0	False
F4HXY7	Arabidopsis thaliana	Viridiplantae	425		4	0	True
G1XJN1	Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491)	Fungi	401		5	0	True
Q08470	Drosophila pseudoobscura pseudoobscura	Metazoa	1166		5	0	False
O14279	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	154		5	0	False
Q9C8R8	Arabidopsis thaliana	Viridiplantae	711		2	0	False
Q9H410	Homo sapiens	Metazoa	356		2	0	False
O59800	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	354		4	0	False
Q8I6Z7	Plasmodium falciparum (isolate 3D7)	Other	1139		4	0	False
P54857	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	326		2	0	False
Q08182	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	245		5	0	False
Q08062	Zea mays	Viridiplantae	332		5	0	False
Q12247	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	151		5	0	False
Q7SCZ3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	218		5	0	False
Q08457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	257		5	0	False
O82259	Arabidopsis thaliana	Viridiplantae	225		5	0	False
Q09675	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	240		5	0	False
P38772	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366		4	0	False
F4ISV6	Arabidopsis thaliana	Viridiplantae	537		5	0	False
Q9WVC7	Rattus norvegicus	Metazoa	2314		4	0	False
Q16540	Homo sapiens	Metazoa	153		1	0	False
Q02204	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	264		4	0	False
Q9D945	Mus musculus	Metazoa	130		3	0	False
Q91YT7	Mus musculus	Metazoa	579		2	0	False
Q12382	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	290		4	0	True
F4HU58	Arabidopsis thaliana	Viridiplantae	420		2	0	False
Q8IRB5	Drosophila melanogaster	Metazoa	1465		2	0	False
Q9VKB9	Drosophila melanogaster	Metazoa	1341		4	0	False
Q9C103	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	735		4	0	False
P13788	Spinacia oleracea	Viridiplantae	201		5	0	False
Q8BMA5	Mus musculus	Metazoa	1420		4	0	False
P38890	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	526		3	0	False
P22516	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	861		2	0	False
P59103	Homo sapiens	Metazoa	153		1	0	False
Q9JLR5	Mus musculus	Metazoa	209		3	0	False
P38851	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1228		5	0	False
Q5XJV7	Mus musculus	Metazoa	1441		3	0	False
Q04149	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	632		3	0	False
O42804	Aspergillus niger	Fungi	945		5	0	False
Q8L7C9	Arabidopsis thaliana	Viridiplantae	217		2	0	False
P24311	Homo sapiens	Metazoa	80		1	0	True
Q3U9N9	Mus musculus	Metazoa	512		3	0	True
P0C5Y7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	102		5	0	False
P0CU09	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	235		5	0	False
Q4V8P4	Rattus norvegicus	Metazoa	168		2	0	False
Q9BVL4	Homo sapiens	Metazoa	669		1	0	False
Q10296	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	138		5	0	False
Q92353	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	468		5	0	False
Q674X7	Homo sapiens	Metazoa	775		2	0	False
Q8IJH8	Plasmodium falciparum (isolate 3D7)	Other	275		4	0	False
P36121	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	282		4	0	False
Q6PR54	Mus musculus	Metazoa	2419		3	0	False
Q8K0U4	Mus musculus	Metazoa	675		4	0	False
Q96E35	Homo sapiens	Metazoa	227		2	0	False
P38793	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	499		2	0	False
P41318	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	303		4	0	False
Q93WG3	Arabidopsis thaliana	Viridiplantae	294		5	0	False
Q4QAU9	Leishmania major	Other	549		4	0	False
O14827	Homo sapiens	Metazoa	1237		2	0	False
Q8GWP5	Arabidopsis thaliana	Viridiplantae	426		4	0	False
Q8N699	Homo sapiens	Metazoa	235		4	0	False
Q7SH52	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	1168		4	0	False
Q9V3Z1	Drosophila melanogaster	Metazoa	484		3	0	False
P61581	Homo sapiens	Metazoa	75		5	0	False
Q60EC2	Oryza sativa subsp. japonica	Viridiplantae	261		3	0	True
O15304	Homo sapiens	Metazoa	175		1	0	False
Q9H8E8	Homo sapiens	Metazoa	782		1	0	False
Q9VN45	Drosophila melanogaster	Metazoa	553		4	0	False
Q96KR7	Homo sapiens	Metazoa	559		1	0	False
Q2YDI5	Bos taurus	Metazoa	212		5	0	False
Q12204	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	715		4	0	False
P32944	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	819		3	0	False
Q01726	Homo sapiens	Metazoa	317		1	0	True
Q9Z158	Rattus norvegicus	Metazoa	301		4	0	False
P27793	Capnoides sempervirens	Viridiplantae	447		5	0	False
Q60700	Mus musculus	Metazoa	888		3	0	False
Q9LQU4	Arabidopsis thaliana	Viridiplantae	152		5	0	True
P84996	Homo sapiens	Metazoa	626		1	0	False
Q9UBF8	Homo sapiens	Metazoa	816		2	0	False
Q5EGY4	Rattus norvegicus	Metazoa	198		3	0	False
P28007	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	205		3	0	False
O74968	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	249		5	0	False
Q94230	Caenorhabditis elegans	Metazoa	226		3	0	False
Q96JB3	Homo sapiens	Metazoa	615		1	0	False
Q62264	Mus musculus	Metazoa	150		3	0	False
Q96HJ9	Homo sapiens	Metazoa	113		4	0	False
Q9Y4E1	Homo sapiens	Metazoa	1341		2	0	False
D0VWM8	Caenorhabditis elegans	Metazoa	414		3	0	False
P38169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	460		3	0	False
F4HZG9	Arabidopsis thaliana	Viridiplantae	493		2	0	False
P38877	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133		4	0	False
Q8IWY9	Homo sapiens	Metazoa	1227		1	0	False
Q90ZF9	Gallus gallus	Metazoa	235		5	0	False
Q9ESJ1	Mus musculus	Metazoa	568		4	0	False
Q9V4C8	Drosophila melanogaster	Metazoa	1500		2	0	False
Q9JJK4	Rattus norvegicus	Metazoa	372		2	0	True
Q5SSJ5	Homo sapiens	Metazoa	553		1	0	False
Q9GZZ9	Homo sapiens	Metazoa	404		2	0	False
Q86TS9	Homo sapiens	Metazoa	123		1	0	False
Q9P7S6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	274		5	0	False
Q9Y253	Homo sapiens	Metazoa	713		1	0	False
Q9SGH4	Arabidopsis thaliana	Viridiplantae	220		4	0	False
O94864	Homo sapiens	Metazoa	414		1	0	False
P42945	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1769		2	0	False
Q2HXU8	Homo sapiens	Metazoa	276		1	0	True
A1A4Y4	Homo sapiens	Metazoa	181		2	0	False
Q2HJJ1	Bos taurus	Metazoa	256		5	0	False
Q9WVE0	Mus musculus	Metazoa	198		3	0	False
Q8GUK1	Arabidopsis thaliana	Viridiplantae	602		3	0	False
P39985	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1022		3	0	False
O14113	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	263		4	0	False
P82970	Homo sapiens	Metazoa	282		4	0	False
Q9DA19	Mus musculus	Metazoa	450		3	0	False
Q7Z7K6	Homo sapiens	Metazoa	275		2	0	False
Q8VC04	Mus musculus	Metazoa	261		3	0	False
Q9H079	Homo sapiens	Metazoa	304		2	0	False
P36118	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	322		4	0	False
Q7KMJ6	Drosophila melanogaster	Metazoa	793		3	0	False
P08635	Rattus norvegicus	Metazoa	263		2	0	False
Q9BPX3	Homo sapiens	Metazoa	1015		1	0	False
Q8WWC4	Homo sapiens	Metazoa	291		1	0	False
Q38998	Arabidopsis thaliana	Viridiplantae	857		3	0	True
Q91XU0	Mus musculus	Metazoa	660		2	0	False
P54622	Drosophila melanogaster	Metazoa	146		2	0	False
Q96B23	Homo sapiens	Metazoa	404		1	0	False
Q9V7P1	Drosophila melanogaster	Metazoa	506		3	0	False
Q99836	Homo sapiens	Metazoa	296		1	0	False
P19173	Ipomoea batatas	Viridiplantae	64		5	0	True
Q8N328	Homo sapiens	Metazoa	593		5	0	False
Q9FX53	Arabidopsis thaliana	Viridiplantae	406		2	0	False
O77389	Plasmodium falciparum (isolate 3D7)	Other	309		4	0	True
Q9FZD1	Arabidopsis thaliana	Viridiplantae	630		5	0	False
P50535	Drosophila melanogaster	Metazoa	1039		3	0	False
Q96QP1	Homo sapiens	Metazoa	1244		1	0	False
P82924	Bos taurus	Metazoa	435		5	0	False
Q9H583	Homo sapiens	Metazoa	2144		1	0	False
Q9BXL8	Homo sapiens	Metazoa	241		1	0	False
Q6PJF5	Homo sapiens	Metazoa	856		1	0	False
P38278	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	337		5	0	False
Q9LQK7	Arabidopsis thaliana	Viridiplantae	475		4	0	False
Q8VDP2	Mus musculus	Metazoa	222		4	0	False
Q8BM47	Mus musculus	Metazoa	761		3	0	False
Q42418	Arabidopsis thaliana	Viridiplantae	131		2	0	False
O60127	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	126		5	0	False
O14388	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	136		5	0	False
P35869	Homo sapiens	Metazoa	848		1	0	False
P46637	Arabidopsis thaliana	Viridiplantae	342		2	0	False
Q12072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	812		4	0	False
F6VAN0	Mus musculus	Metazoa	656		4	0	False
O35473	Mus musculus	Metazoa	141		2	0	False
O94519	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	311		5	0	False
Q9FGX1	Arabidopsis thaliana	Viridiplantae	608		4	0	False
Q86US8	Homo sapiens	Metazoa	1419		1	0	False
Q9P7J2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	203		5	0	False
Q92974	Homo sapiens	Metazoa	986		2	0	False
Q9LYB9	Arabidopsis thaliana	Viridiplantae	186		4	0	False
Q1KPV0	Arabidopsis thaliana	Viridiplantae	912		4	0	False
O74796	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	264		5	0	False
P34231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	750		5	0	False
Q7Y220	Arabidopsis thaliana	Viridiplantae	649		3	0	False
Q07913	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	336		2	0	False
Q8LPL7	Arabidopsis thaliana	Viridiplantae	355		2	0	False
P40318	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1319		4	0	False
Q8TC90	Homo sapiens	Metazoa	406		4	0	False
Q960V3	Drosophila melanogaster	Metazoa	1122		2	0	False
Q8GS60	Arabidopsis thaliana	Viridiplantae	462		2	0	False
P38804	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111		5	0	False
Q12180	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1030		4	0	False
Q9NX04	Homo sapiens	Metazoa	203		1	0	False
Q9SPI9	Chlamydomonas reinhardtii	Viridiplantae	115		5	0	True
Q8BGY9	Mus musculus	Metazoa	580		4	0	True
P38783	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	130		4	0	False
Q08202	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	246		5	0	False
Q3TH73	Mus musculus	Metazoa	532		3	0	True
H2L0N8	Caenorhabditis elegans	Metazoa	370		4	0	False
Q383Q5	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	209		4	0	False
Q3ZBI7	Bos taurus	Metazoa	58		3	0	True
Q96JB5	Homo sapiens	Metazoa	506		2	0	False
P91082	Caenorhabditis elegans	Metazoa	317		3	0	False
P27472	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	705		2	0	False
Q7TS55	Mus musculus	Metazoa	173		4	0	True
Q5S006	Mus musculus	Metazoa	2527		4	0	False
Q90Z80	Xenopus laevis	Metazoa	392		4	0	False
Q6UL01	Mus musculus	Metazoa	79		5	0	False
Q22557	Caenorhabditis elegans	Metazoa	368		3	0	False
Q8NF50	Homo sapiens	Metazoa	2099		2	0	False
Q1MTN3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1018		5	0	False
P47910	Spinacia oleracea	Viridiplantae	101		5	0	False
P87112	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	2100		5	0	False
Q80ZG2	Rattus norvegicus	Metazoa	678		3	0	False
O60284	Homo sapiens	Metazoa	1047		1	0	False
Q9NUL7	Homo sapiens	Metazoa	540		1	0	False
Q9Y4E5	Homo sapiens	Metazoa	1061		2	0	False
O43290	Homo sapiens	Metazoa	800		1	0	False
Q5BJX1	Rattus norvegicus	Metazoa	134		5	0	False
P21374	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	235		3	0	False
P53877	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	555		3	0	False
Q9NQ31	Homo sapiens	Metazoa	210		1	0	False
P25586	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316		3	0	False
Q9D2A5	Mus musculus	Metazoa	370		4	0	False
Q96BY2	Homo sapiens	Metazoa	351		1	0	False
Q96P67	Homo sapiens	Metazoa	336		5	0	True
Q9Y2K1	Homo sapiens	Metazoa	713		1	0	False
Q8LPQ9	Arabidopsis thaliana	Viridiplantae	901		3	0	False
P56287	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	678		5	0	False
Q7SGU0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	376		5	0	False
O08590	Rattus norvegicus	Metazoa	763		3	0	True
P32347	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	362		3	0	False
Q9H9T3	Homo sapiens	Metazoa	547		1	0	False
Q9Y6D9	Homo sapiens	Metazoa	718		2	0	False
P53332	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	305		4	0	False
Q15013	Homo sapiens	Metazoa	274		2	0	False
P47093	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	109		3	0	False
P93303	Arabidopsis thaliana	Viridiplantae	158		4	0	True
P70669	Mus musculus	Metazoa	749		3	0	True
Q8NBZ0	Homo sapiens	Metazoa	244		1	0	False
O74417	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	497		5	0	False
Q15326	Homo sapiens	Metazoa	602		1	0	False
Q9QY02	Rattus norvegicus	Metazoa	738		3	0	False
P78345	Homo sapiens	Metazoa	283		1	0	False
Q04500	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	899		3	0	False
Q06109	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	277		5	0	False
P13010	Homo sapiens	Metazoa	732		1	0	False
Q6IQ20	Homo sapiens	Metazoa	393		2	0	False
Q8N1G1	Homo sapiens	Metazoa	1221		1	0	False
P40502	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157		5	0	True
Q02521	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	185		3	0	False
Q1K5G1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	320		5	0	False
Q9US26	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	351		4	0	False
P40513	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	266		4	0	False
Q2M3R5	Homo sapiens	Metazoa	365		2	0	True
Q9Y314	Homo sapiens	Metazoa	301		1	0	False
Q86W56	Homo sapiens	Metazoa	976		1	0	False
Q9VMD0	Drosophila melanogaster	Metazoa	1659		2	0	False
O74309	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	807		4	0	False
Q9W088	Drosophila melanogaster	Metazoa	431		3	0	False
P62861	Homo sapiens	Metazoa	133		1	0	False
Q39057	Arabidopsis thaliana	Viridiplantae	373		2	0	False
Q689G9	Oryza sativa subsp. japonica	Viridiplantae	518		5	0	False
Q99315	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1547		3	0	False
O95905	Homo sapiens	Metazoa	644		1	0	False
P53568	Mus musculus	Metazoa	150		2	0	False
Q8ND71	Homo sapiens	Metazoa	665		4	0	False
Q9Y5Z9	Homo sapiens	Metazoa	338		1	0	True
P51960	Mus musculus	Metazoa	751		2	0	False
O49686	Arabidopsis thaliana	Viridiplantae	191		2	0	False
Q9P7G6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	566		5	0	False
Q6BDR8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	300		4	0	False
P39988	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	312		4	0	False
Q9D818	Mus musculus	Metazoa	391		3	0	False
Q9R1T5	Rattus norvegicus	Metazoa	312		3	0	False
Q9FJY5	Arabidopsis thaliana	Viridiplantae	524		5	0	False
Q86TG1	Homo sapiens	Metazoa	271		1	0	True
Q9BZR9	Homo sapiens	Metazoa	551		1	0	False
O14277	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	203		5	0	False
Q19LA2	Colocasia esculenta	Viridiplantae	84		5	0	False
P87054	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	133		5	0	False
Q6ZI01	Oryza sativa subsp. japonica	Viridiplantae	213		5	0	False
Q02642	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157		3	0	False
Q9SIW2	Arabidopsis thaliana	Viridiplantae	888		2	0	False
Q09146	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	399		5	0	False
Q9H0A8	Homo sapiens	Metazoa	199		1	0	False
Q9UKV3	Homo sapiens	Metazoa	1341		2	0	False
Q8RWN0	Arabidopsis thaliana	Viridiplantae	571		3	0	False
O23299	Arabidopsis thaliana	Viridiplantae	240		1	0	False
Q5H943	Homo sapiens	Metazoa	113		5	0	True
Q08857	Mus musculus	Metazoa	472		3	0	True
